,:@computed_region_43wa_7qmu,:@computed_region_6mkv_f3dw,:@computed_region_awaf_s7ux,:@computed_region_bdys_3d7i,:@computed_region_d3ds_rm58,:@computed_region_d9mm_jgwp,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,arrest,beat,block,case_number,community_area,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year,Date,Time (CT)
0,38,21869,28,748,48,1,48,13,False,1712,040XX W FOSTER AVE,JC327566,13,RETAIL THEFT,017,False,06,11740074,0860,41.97551745,"{'latitude': '41.97551745', 'longitude': '-87.729569215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GROCERY FOOD STORE,-87.729569215,THEFT,2019-07-05T16:13:31.000,39,1148424,1934247,2019,2019-07-05,16:13:31
1,43,21861,30,570,250,10,19,45,False,0511,0000X E 102ND PL,JC326614,49,TO VEHICLE,005,False,14,11739395,1320,41.708102401,"{'latitude': '41.708102401', 'longitude': '-87.621692958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.621692958,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,9,1178565,1837027,2019,2019-07-05,16:13:31
2,30,4300,6,571,209,13,8,69,False,0833,037XX W PIPPIN ST,JC326621,70,VIOLATE ORDER OF PROTECTION,008,True,26,11739405,4387,41.753576098,"{'latitude': '41.753576098', 'longitude': '-87.717745515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.717745515,OTHER OFFENSE,2019-07-05T16:13:31.000,18,1152219,1853395,2019,2019-07-05,16:13:31
3,23,21569,11,35,146,16,28,30,False,1135,028XX W ROOSEVELT RD,JC326661,29,FORCIBLE ENTRY,011,False,05,11739529,0610,41.866491707,"{'latitude': '41.866491707', 'longitude': '-87.697488213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GROCERY FOOD STORE,-87.697488213,BURGLARY,2019-07-05T16:13:31.000,28,1157442,1894581,2019,2019-07-05,16:13:31
4,13,21554,18,1,236,20,59,40,False,0634,002XX W 87TH ST,JC326617,44,$500 AND UNDER,006,False,06,11739387,0820,41.73614018,"{'latitude': '41.73614018', 'longitude': '-87.62911796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.62911796,THEFT,2019-07-05T16:13:31.000,21,1176454,1847227,2019,2019-07-05,16:13:31
5,37,21202,43,244,234,19,25,42,True,0422,079XX S ESCANABA AVE,JC326634,46,OBSTRUCTING IDENTIFICATION,004,False,24,11739367,3731,41.751369811,"{'latitude': '41.751369811', 'longitude': '-87.554102942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.554102942,INTERFERENCE WITH PUBLIC OFFICER,2019-07-05T16:13:31.000,7,1196878,1852953,2019,2019-07-05,16:13:31
6,31,21554,18,574,231,20,59,70,False,0611,079XX S HERMITAGE AVE,JC326623,71,ATTEMPT FORCIBLE ENTRY,006,False,05,11739404,0630,41.749333301,"{'latitude': '41.749333301', 'longitude': '-87.667056581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.667056581,BURGLARY,2019-07-05T16:13:31.000,17,1166062,1851952,2019,2019-07-05,16:13:31
7,48,21194,26,376,170,23,40,35,True,0915,034XX S SHIELDS AVE,JC326627,34,DOMESTIC BATTERY SIMPLE,009,False,08B,11739402,0486,41.832260184,"{'latitude': '41.832260184', 'longitude': '-87.635176558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKING LOT/GARAGE(NON.RESID.),-87.635176558,BATTERY,2019-07-05T16:13:31.000,11,1174516,1882239,2019,2019-07-05,16:13:31
8,26,14920,48,96,150,15,43,29,False,1233,013XX W 15TH ST,JC326619,28,SIMPLE,012,False,08A,11739464,0560,41.861559271,"{'latitude': '41.861559271', 'longitude': '-87.65976218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHA HALLWAY/STAIRWELL/ELEVATOR,-87.65976218,ASSAULT,2019-07-05T16:13:31.000,25,1167732,1892862,2019,2019-07-05,16:13:31
9,45,22216,11,674,84,25,32,26,False,1523,003XX N PINE AVE,JC326633,25,TO VEHICLE,015,False,14,11739508,1320,41.886544212,"{'latitude': '41.886544212', 'longitude': '-87.76340479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.76340479,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,37,1139439,1901762,2019,2019-07-05,16:13:31
10,10,14913,48,12,144,22,35,38,False,0123,011XX S STATE ST,JC327335,32,TO VEHICLE,001,False,14,11739933,1320,41.868686912,"{'latitude': '41.868686912', 'longitude': '-87.627455831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKING LOT/GARAGE(NON.RESID.),-87.627455831,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,4,1176511,1895530,2019,2019-07-05,16:13:31
11,33,21192,1,500,122,24,10,8,False,0234,053XX S BLACKSTONE AVE,JC326615,41,$500 AND UNDER,002,False,06,11739424,0820,41.799086635,"{'latitude': '41.799086635', 'longitude': '-87.590427037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.590427037,THEFT,2019-07-05T16:13:31.000,5,1186816,1870253,2019,2019-07-05,16:13:31
12,34,21190,51,744,149,14,16,68,False,1812,021XX N HALSTED ST,JC326613,7,TO PROPERTY,018,False,14,11739354,1310,41.920840201,"{'latitude': '41.920840201', 'longitude': '-87.648604506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.648604506,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,43,1170599,1914488,2019,2019-07-05,16:13:31
13,40,4449,16,712,173,5,22,57,False,1932,030XX N GREENVIEW AVE,JC327121,6,$500 AND UNDER,019,False,06,11739762,0820,41.9373238,"{'latitude': '41.9373238', 'longitude': '-87.666158192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.666158192,THEFT,2019-07-05T16:13:31.000,32,1165775,1920457,2019,2019-07-05,16:13:31
14,36,21182,22,669,73,14,55,37,False,1831,005XX N STATE ST,JC326629,8,RETAIL THEFT,018,False,06,11739434,0860,41.89200307,"{'latitude': '41.89200307', 'longitude': '-87.628076963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GROCERY FOOD STORE,-87.628076963,THEFT,2019-07-05T16:13:31.000,42,1176272,1904025,2019,2019-07-05,16:13:31
15,26,21194,8,3,157,23,40,35,False,0914,004XX W 23RD ST,JC326611,34,ARMED: HANDGUN,009,False,03,11739417,031A,41.850897571,"{'latitude': '41.850897571', 'longitude': '-87.637620301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE PORCH/HALLWAY,-87.637620301,ROBBERY,2019-07-05T16:13:31.000,25,1173795,1889025,2019,2019-07-05,16:13:31
16,5,22528,3,341,35,11,12,20,False,2411,075XX N BELL AVE,JC326601,2,DOMESTIC BATTERY SIMPLE,024,False,08B,11739386,0486,42.018789374,"{'latitude': '42.018789374', 'longitude': '-87.686519164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.686519164,BATTERY,2019-07-05T16:13:31.000,49,1160011,1950101,2019,2019-07-05,16:13:31
17,28,21569,14,248,167,21,57,32,False,1031,027XX S KEELER AVE,JC326593,30,AGGRAVATED: OTHER DANG WEAPON,010,False,04B,11739440,0430,41.841660688,"{'latitude': '41.841660688', 'longitude': '-87.729342916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.729342916,BATTERY,2019-07-05T16:13:31.000,22,1148829,1885470,2019,2019-07-05,16:13:31
18,5,21853,3,358,39,11,9,10,False,2431,069XX N GREENVIEW AVE,JC326599,1,DOMESTIC BATTERY SIMPLE,024,True,08B,11739357,0486,42.00832353,"{'latitude': '42.00832353', 'longitude': '-87.667878364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.667878364,BATTERY,2019-07-05T16:13:31.000,49,1165106,1946326,2019,2019-07-05,16:13:31
19,24,4450,46,65,57,2,50,20,False,2011,059XX N LINCOLN AVE,JC329731,2,COUNTERFEIT CHECK,020,False,10,11741968,1122,41.989971904,"{'latitude': '41.989971904', 'longitude': '-87.706667002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BANK,-87.706667002,DECEPTIVE PRACTICE,2019-07-05T16:13:31.000,40,1154613,1939559,2019,2019-07-05,16:13:31
20,37,21202,43,505,239,19,25,42,True,0424,082XX S SOUTH SHORE DR,JC326600,46,GUN OFFENDER: ANNUAL REGISTRATION,004,False,26,11739345,5111,41.745957196,"{'latitude': '41.745957196', 'longitude': '-87.547931545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.547931545,OTHER OFFENSE,2019-07-05T16:13:31.000,7,1198580,1850996,2019,2019-07-05,16:13:31
21,32,21546,31,11,227,20,61,40,True,0624,079XX S EVANS AVE,JC326655,44,UNLAWFUL POSS OF HANDGUN,006,False,15,11739468,143A,41.750527247,"{'latitude': '41.750527247', 'longitude': '-87.606430213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.606430213,WEAPONS VIOLATION,2019-07-05T16:13:31.000,6,1182602,1852521,2019,2019-07-05,16:13:31
22,40,4449,16,679,173,5,22,57,False,1932,029XX N LINCOLN AVE,JC326579,6,$500 AND UNDER,019,False,06,11739368,0820,41.935161145,"{'latitude': '41.935161145', 'longitude': '-87.6623548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.6623548,THEFT,2019-07-05T16:13:31.000,32,1166816,1919677,2019,2019-07-05,16:13:31
23,14,21572,36,702,141,16,30,27,False,1132,007XX S SPRINGFIELD AVE,JC326585,26,SIMPLE,011,False,08B,11739348,0460,41.871399151,"{'latitude': '41.871399151', 'longitude': '-87.722909439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK PROPERTY,-87.722909439,BATTERY,2019-07-05T16:13:31.000,24,1150505,1896319,2019,2019-07-05,16:13:31
24,32,21554,17,556,229,20,59,70,True,0621,076XX S UNION AVE,JC326588,71,DOMESTIC BATTERY SIMPLE,006,True,08B,11739353,0486,41.755608031,"{'latitude': '41.755608031', 'longitude': '-87.64172529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.64172529,BATTERY,2019-07-05T16:13:31.000,6,1172956,1854293,2019,2019-07-05,16:13:31
25,35,21202,9,507,240,19,25,42,False,0412,084XX S OGLESBY AVE,JC327992,46,SIMPLE,004,True,08A,11740486,0560,41.741987981,"{'latitude': '41.741987981', 'longitude': '-87.567301243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.567301243,ASSAULT,2019-07-05T16:13:31.000,8,1193307,1849502,2019,2019-07-05,16:13:31
26,44,4454,39,136,183,6,3,18,False,2512,025XX N NEW ENGLAND AVE,JC326690,18,UNLAWFUL POSS AMMUNITION,025,False,15,11739449,143C,41.926037249,"{'latitude': '41.926037249', 'longitude': '-87.797753923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.797753923,WEAPONS VIOLATION,2019-07-05T16:13:31.000,36,1129996,1916093,2019,2019-07-05,16:13:31
27,21,22618,25,139,25,1,21,15,False,1731,036XX N KILPATRICK AVE,JC326577,15,TO PROPERTY,017,True,14,11739538,1310,41.946523048,"{'latitude': '41.946523048', 'longitude': '-87.744542817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.744542817,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,30,1144425,1923653,2019,2019-07-05,16:13:31
28,46,14926,41,290,198,14,54,37,False,1821,015XX N WELLS ST,JC329143,8,OVER $500,018,False,06,11741398,0810,41.909658573,"{'latitude': '41.909658573', 'longitude': '-87.634664454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAR OR TAVERN,-87.634664454,THEFT,2019-07-05T16:13:31.000,27,1174426,1910444,2019,2019-07-05,16:13:31
29,38,22618,28,269,11,1,21,16,False,1722,040XX W BERTEAU AVE,JC327718,16,HARASSMENT BY TELEPHONE,017,True,26,11740274,2825,41.957294135,"{'latitude': '41.957294135', 'longitude': '-87.728189765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.728189765,OTHER OFFENSE,2019-07-05T16:13:31.000,39,1148846,1927609,2019,2019-07-05,16:13:31
30,9,4301,12,625,104,24,36,4,False,0214,004XX E OAKWOOD BLVD,JC327110,38,SIMPLE,002,False,08A,11739845,0560,41.822660719,"{'latitude': '41.822660719', 'longitude': '-87.615583048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.615583048,ASSAULT,2019-07-05T16:13:31.000,3,1179885,1878785,2019,2019-07-05,16:13:31
31,41,22535,24,294,184,7,1,23,False,1431,022XX N MILWAUKEE AVE,JC326692,22,OVER $500,014,False,06,11739422,0810,41.922347745,"{'latitude': '41.922347745', 'longitude': '-87.696456264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.696456264,THEFT,2019-07-05T16:13:31.000,1,1157572,1914937,2019,2019-07-05,16:13:31
32,16,22616,40,635,14,2,15,31,False,2024,009XX W MARGATE TER,JC327932,3,PUBLIC INDECENCY,020,False,17,11740419,1570,41.972447699,"{'latitude': '41.972447699', 'longitude': '-87.653193022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.653193022,SEX OFFENSE,2019-07-05T16:13:31.000,48,1169201,1933284,2019,2019-07-05,16:13:31
34,44,22615,7,306,195,6,2,19,False,2522,050XX W ARMITAGE AVE,JC326652,19,TO PROPERTY,025,False,14,11739452,1310,41.916847242,"{'latitude': '41.916847242', 'longitude': '-87.752674794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.752674794,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,36,1142286,1912824,2019,2019-07-05,16:13:31
35,47,21202,47,715,247,19,25,49,False,0432,037XX E 107TH ST,JC326591,52,STRONGARM - NO WEAPON,004,False,03,11739403,0320,41.700915982,"{'latitude': '41.700915982', 'longitude': '-87.533773831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.533773831,ROBBERY,2019-07-05T16:13:31.000,10,1202596,1834619,2019,2019-07-05,16:13:31
36,6,22248,35,792,129,13,56,60,False,0822,051XX S SPRINGFIELD AVE,JC326582,62,TO PROPERTY,008,False,14,11739347,1310,41.799713591,"{'latitude': '41.799713591', 'longitude': '-87.720894631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE-GARAGE,-87.720894631,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,23,1151240,1870201,2019,2019-07-05,16:13:31
37,26,14920,8,366,121,15,43,33,True,1234,020XX S HOYNE AVE,JC326602,31,POSS: HEROIN(BRN/TAN),012,False,18,11739365,2023,41.854792492,"{'latitude': '41.854792492', 'longitude': '-87.678362589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.678362589,NARCOTICS,2019-07-05T16:13:31.000,25,1162684,1890357,2019,2019-07-05,16:13:31
38,14,21569,36,201,130,21,57,32,False,1024,021XX S TRUMBULL AVE,JC326578,29,AGGRAVATED: OTHER DANG WEAPON,010,False,04B,11739442,0430,41.852680714,"{'latitude': '41.852680714', 'longitude': '-87.711172923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.711172923,BATTERY,2019-07-05T16:13:31.000,24,1153751,1889521,2019,2019-07-05,16:13:31
39,14,21572,36,704,141,16,30,28,False,1133,006XX S INDEPENDENCE BLVD,JC326626,27,UNLAWFUL RESTRAINT,011,False,26,11739459,4230,41.87328131,"{'latitude': '41.87328131', 'longitude': '-87.71974488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.71974488,KIDNAPPING,2019-07-05T16:13:31.000,24,1151362,1897011,2019,2019-07-05,16:13:31
40,37,21202,43,244,238,19,25,42,False,0423,082XX S COLFAX AVE,JC326572,46,ARMED: OTHER FIREARM,004,False,03,11739361,031B,41.745479568,"{'latitude': '41.745479568', 'longitude': '-87.561275775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.561275775,ROBBERY,2019-07-05T16:13:31.000,7,1194940,1850789,2019,2019-07-05,16:13:31
42,43,21546,30,555,248,20,61,45,True,0633,093XX S EBERHART AVE,JC326604,49,UNLAWFUL POSS OF HANDGUN,006,False,15,11739385,143A,41.724737136,"{'latitude': '41.724737136', 'longitude': '-87.611798215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL YARD (FRONT/BACK),-87.611798215,WEAPONS VIOLATION,2019-07-05T16:13:31.000,9,1181216,1843111,2019,2019-07-05,16:13:31
43,7,4454,39,598,196,6,3,26,False,2513,017XX N NEVA AVE,JC326584,25,DOMESTIC BATTERY SIMPLE,025,True,08B,11739392,0486,41.911557561,"{'latitude': '41.911557561', 'longitude': '-87.804025098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.804025098,BATTERY,2019-07-05T16:13:31.000,29,1128322,1910806,2019,2019-07-05,16:13:31
44,25,4449,38,683,30,5,22,57,False,1934,005XX W BRIAR PL,JC326589,6,SIMPLE,019,False,08B,11739366,0460,41.93871321,"{'latitude': '41.93871321', 'longitude': '-87.642631851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.642631851,BATTERY,2019-07-05T16:13:31.000,44,1172172,1921014,2019,2019-07-05,16:13:31
45,2,21559,19,22,261,17,11,66,False,0712,061XX S GREEN ST,JC326581,68,PRO EMP HANDS NO/MIN INJURY,007,False,08B,11739528,0484,41.783060766,"{'latitude': '41.783060766', 'longitude': '-87.646097864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.646097864,BATTERY,2019-07-05T16:13:31.000,16,1171683,1864287,2019,2019-07-05,16:13:31
46,45,4299,41,454,193,6,5,24,False,2535,012XX N PULASKI RD,JC326570,23,SEX OFFENDER: FAIL TO REGISTER,025,False,26,11739320,4650,41.902899152,"{'latitude': '41.902899152', 'longitude': '-87.72630861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GAS STATION,-87.72630861,OTHER OFFENSE,2019-07-05T16:13:31.000,37,1149498,1907791,2019,2019-07-05,16:13:31
48,9,21194,48,374,148,22,40,34,False,0132,020XX S MICHIGAN AVE,JC326607,33,AUTOMOBILE,001,False,07,11739371,0910,41.855190551,"{'latitude': '41.855190551', 'longitude': '-87.623871195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.623871195,MOTOR VEHICLE THEFT,2019-07-05T16:13:31.000,3,1177528,1890620,2019,2019-07-05,16:13:31
49,46,21184,41,50,77,15,28,28,False,1222,031XX W FULTON BLVD,JC326620,27,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,012,False,04B,11739487,0498,41.886445649,"{'latitude': '41.886445649', 'longitude': '-87.704558181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.704558181,BATTERY,2019-07-05T16:13:31.000,27,1155463,1901838,2019,2019-07-05,16:13:31
50,41,21184,24,546,80,15,28,25,False,1221,022XX W SUPERIOR ST,JC326783,24,OVER $500,012,False,06,11739489,0810,41.894885727,"{'latitude': '41.894885727', 'longitude': '-87.683635143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.683635143,THEFT,2019-07-05T16:13:31.000,1,1161137,1904956,2019,2019-07-05,16:13:31
51,41,21560,24,518,60,15,4,25,False,1213,016XX W CHICAGO AVE,JC329101,24,SIMPLE,012,False,08B,11741485,0460,41.896065711,"{'latitude': '41.896065711', 'longitude': '-87.667814567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CTA BUS STOP,-87.667814567,BATTERY,2019-07-05T16:13:31.000,1,1165441,1905419,2019,2019-07-05,16:13:31
52,8,22268,35,607,112,13,7,53,False,0814,051XX S LOCKWOOD AVE,JC328729,56,OVER $500,008,False,06,11741069,0810,41.799191335,"{'latitude': '41.799191335', 'longitude': '-87.755153801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.755153801,THEFT,2019-07-05T16:13:31.000,14,1141900,1869946,2019,2019-07-05,16:13:31
53,31,22257,17,408,216,17,23,65,False,0734,012XX W 73RD PL,JC326548,67,DOMESTIC BATTERY SIMPLE,007,True,08B,11739711,0486,41.7604789,"{'latitude': '41.7604789', 'longitude': '-87.655960175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.655960175,BATTERY,2019-07-05T16:13:31.000,17,1169058,1856037,2019,2019-07-05,16:13:31
54,1,14920,11,263,159,21,43,32,False,1034,027XX W 22ND PL,JC326539,30,AGGRAVATED:KNIFE/CUTTING INSTR,010,True,04A,11739441,0520,41.851003438,"{'latitude': '41.851003438', 'longitude': '-87.69408498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.69408498,ASSAULT,2019-07-05T16:13:31.000,12,1158411,1888944,2019,2019-07-05,16:13:31
55,32,21559,31,511,214,17,11,66,True,0733,071XX S HALSTED ST,JC326569,68,SOLICIT ON PUBLIC WAY,007,False,16,11739302,1506,41.764208187,"{'latitude': '41.764208187', 'longitude': '-87.644385708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.644385708,PROSTITUTION,2019-07-05T16:13:31.000,6,1172205,1857421,2019,2019-07-05,16:13:31
56,49,4299,27,286,194,6,5,24,True,2534,014XX N KEYSTONE AVE,JC326546,23,POSS: HEROIN(BLACK TAR),025,False,18,11739327,2029,41.90704733,"{'latitude': '41.90704733', 'longitude': '-87.72765795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.72765795,NARCOTICS,2019-07-05T16:13:31.000,26,1149120,1909300,2019,2019-07-05,16:13:31
57,24,21849,13,54,61,2,20,6,True,2031,050XX N WESTERN AVE,JC326564,4,DOMESTIC BATTERY SIMPLE,020,False,08B,11739457,0486,41.973390057,"{'latitude': '41.973390057', 'longitude': '-87.689063829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.689063829,BATTERY,2019-07-05T16:13:31.000,40,1159444,1933552,2019,2019-07-05,16:13:31
58,43,21546,31,554,248,20,61,45,False,0633,094XX S CALUMET AVE,JC326563,49,$500 AND UNDER,006,False,06,11739355,0820,41.722962058,"{'latitude': '41.722962058', 'longitude': '-87.615382294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.615382294,THEFT,2019-07-05T16:13:31.000,9,1180243,1842456,2019,2019-07-05,16:13:31
60,5,21853,3,340,32,11,9,10,False,2422,014XX W JUNEWAY TER,JC326515,1,SIMPLE,024,False,08B,11740057,0460,42.02223302,"{'latitude': '42.02223302', 'longitude': '-87.66727331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.66727331,BATTERY,2019-07-05T16:13:31.000,49,1165231,1951396,2019,2019-07-05,16:13:31
61,22,21861,45,524,260,10,19,45,False,0513,0000X W 111TH ST,JC327197,49,AGGRAVATED:KNIFE/CUTTING INSTR,005,False,04B,11740008,0420,41.692576964,"{'latitude': '41.692576964', 'longitude': '-87.623786349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GAS STATION,-87.623786349,BATTERY,2019-07-05T16:13:31.000,34,1178040,1831365,2019,2019-07-05,16:13:31
62,40,21190,16,712,173,5,22,57,False,1932,014XX W DIVERSEY PKWY,JC326528,6,FROM BUILDING,019,False,06,11739313,0890,41.932473501,"{'latitude': '41.932473501', 'longitude': '-87.664055136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESTAURANT,-87.664055136,THEFT,2019-07-05T16:13:31.000,32,1166361,1918694,2019,2019-07-05,16:13:31
63,10,21194,48,193,148,22,40,34,False,0132,023XX S DR MARTIN LUTHER KING JR DR,JC328524,33,TO VEHICLE,001,False,14,11740924,1320,41.85102174,"{'latitude': '41.85102174', 'longitude': '-87.618954852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COMMERCIAL / BUSINESS OFFICE,-87.618954852,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,4,1178880,1889112,2019,2019-07-05,16:13:31
64,13,21554,18,558,230,20,59,70,False,0612,079XX S LAFLIN ST,JC326556,71,TELEPHONE THREAT,006,True,08A,11739317,2820,41.749278722,"{'latitude': '41.749278722', 'longitude': '-87.660984863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.660984863,OTHER OFFENSE,2019-07-05T16:13:31.000,21,1167719,1851945,2019,2019-07-05,16:13:31
65,43,21861,30,236,256,10,19,45,False,0512,106XX S MICHIGAN AVE,JC326894,49,$500 AND UNDER,005,False,06,11739621,0820,41.700890691,"{'latitude': '41.700890691', 'longitude': '-87.620867996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL YARD (FRONT/BACK),-87.620867996,THEFT,2019-07-05T16:13:31.000,9,1178812,1834401,2019,2019-07-05,16:13:31
66,32,21559,17,511,214,17,11,66,True,0733,072XX S HALSTED ST,JC326568,68,SOLICIT ON PUBLIC WAY,007,False,16,11739299,1506,41.762465295,"{'latitude': '41.762465295', 'longitude': '-87.644342041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.644342041,PROSTITUTION,2019-07-05T16:13:31.000,6,1172222,1856786,2019,2019-07-05,16:13:31
67,23,21184,11,36,140,16,28,28,False,1134,007XX S ALBANY AVE,JC328264,27,TO PROPERTY,011,False,14,11740676,1310,41.872364156,"{'latitude': '41.872364156', 'longitude': '-87.703418476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.703418476,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,28,1155811,1896709,2019,2019-07-05,16:13:31
68,34,21190,51,18,178,5,16,68,False,1935,025XX N CLARK ST,JC326533,7,FROM BUILDING,019,False,06,11739314,0890,41.929039208,"{'latitude': '41.929039208', 'longitude': '-87.642526752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESTAURANT,-87.642526752,THEFT,2019-07-05T16:13:31.000,43,1172229,1917489,2019,2019-07-05,16:13:31
